,time,ticker,type,tradePrice,quantity,percentage,benefit,seed,cash,ticker_cash,ticker_quantity,ticker_meanPrice
0,2023-05-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80,80,0.0,0.0,0.0
1,2023-05-01 02:05:00,0.0,0.0,0.0,0.0,0.0,0.0,80,80,0.0,0.0,0.0
2,2023-05-01 02:10:00,0.0,0.0,0.0,0.0,0.0,0.0,80,80,0.0,0.0,0.0
3,2023-05-01 02:15:00,XRPUSDT,Action.BUY,0.4803,10.0,0.0,0.0,79.9808,75.197,4.7838,9.96,0.4803
4,2023-05-01 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9828,75.197,4.7858,9.96,0.4803
5,2023-05-01 02:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9838,75.197,4.7868,9.96,0.4803
6,2023-05-01 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9868,75.197,4.7898,9.96,0.4803
7,2023-05-01 02:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9808,75.197,4.7838,9.96,0.4803
8,2023-05-01 02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9778,75.197,4.7808,9.96,0.4803
9,2023-05-01 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9738,75.197,4.7768,9.96,0.4803
10,2023-05-01 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9698,75.197,4.7728,9.96,0.4803
11,2023-05-01 02:55:00,XRPUSDT,Action.SELL,0.4788,8.0,-0.7111,-0.0273,79.9505,79.0121,0.9384,1.96,0.4803
12,2023-05-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9482,79.0121,0.9361,1.96,0.4803
13,2023-05-01 03:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9494,79.0121,0.9373,1.96,0.4803
14,2023-05-01 03:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9513,79.0121,0.9392,1.96,0.4803
15,2023-05-01 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9515,79.0121,0.9394,1.96,0.4803
16,2023-05-01 03:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9515,79.0121,0.9394,1.96,0.4803
17,2023-05-01 03:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9519,79.0121,0.9398,1.96,0.4803
18,2023-05-01 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9509,79.0121,0.9388,1.96,0.4803
19,2023-05-01 03:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9513,79.0121,0.9392,1.96,0.4803
20,2023-05-01 03:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9509,79.0121,0.9388,1.96,0.4803
21,2023-05-01 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9505,79.0121,0.9384,1.96,0.4803
22,2023-05-01 03:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9513,79.0121,0.9392,1.96,0.4803
23,2023-05-01 03:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9505,79.0121,0.9384,1.96,0.4803
24,2023-05-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9507,79.0121,0.9386,1.96,0.4803
25,2023-05-01 04:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9458,79.0121,0.9337,1.96,0.4803
26,2023-05-01 04:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9468,79.0121,0.9347,1.96,0.4803
27,2023-05-01 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9425,79.0121,0.9304,1.96,0.4803
28,2023-05-01 04:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9427,79.0121,0.9306,1.96,0.4803
29,2023-05-01 04:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9435,79.0121,0.9314,1.96,0.4803
30,2023-05-01 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9421,79.0121,0.93,1.96,0.4803
31,2023-05-01 04:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9427,79.0121,0.9306,1.96,0.4803
32,2023-05-01 04:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9448,79.0121,0.9328,1.96,0.4803
33,2023-05-01 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.945,79.0121,0.933,1.96,0.4803
34,2023-05-01 04:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9446,79.0121,0.9326,1.96,0.4803
35,2023-05-01 04:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9443,79.0121,0.9322,1.96,0.4803
36,2023-05-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9397,79.0121,0.9277,1.96,0.4803
37,2023-05-01 05:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9382,79.0121,0.9261,1.96,0.4803
38,2023-05-01 05:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9345,79.0121,0.9224,1.96,0.4803
39,2023-05-01 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9341,79.0121,0.922,1.96,0.4803
40,2023-05-01 05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9352,79.0121,0.9232,1.96,0.4803
41,2023-05-01 05:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9368,79.0121,0.9247,1.96,0.4803
42,2023-05-01 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9366,79.0121,0.9245,1.96,0.4803
43,2023-05-01 05:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9362,79.0121,0.9241,1.96,0.4803
44,2023-05-01 05:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.937,79.0121,0.9249,1.96,0.4803
45,2023-05-01 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9382,79.0121,0.9261,1.96,0.4803
46,2023-05-01 05:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9388,79.0121,0.9267,1.96,0.4803
47,2023-05-01 05:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9394,79.0121,0.9273,1.96,0.4803
48,2023-05-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9409,79.0121,0.9288,1.96,0.4803
49,2023-05-01 06:05:00,XRPUSDT,Action.BUY,0.4742,10.0,0.0,0.0,79.9225,74.2701,5.6525,11.92,0.4752
50,2023-05-01 06:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9202,74.2701,5.6501,11.92,0.4752
51,2023-05-01 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9214,74.2701,5.6513,11.92,0.4752
52,2023-05-01 06:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9178,74.2701,5.6477,11.92,0.4752
53,2023-05-01 06:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9225,74.2701,5.6525,11.92,0.4752
54,2023-05-01 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9202,74.2701,5.6501,11.92,0.4752
55,2023-05-01 06:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9214,74.2701,5.6513,11.92,0.4752
56,2023-05-01 06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9178,74.2701,5.6477,11.92,0.4752
57,2023-05-01 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9166,74.2701,5.6465,11.92,0.4752
58,2023-05-01 06:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9202,74.2701,5.6501,11.92,0.4752
59,2023-05-01 06:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9178,74.2701,5.6477,11.92,0.4752
60,2023-05-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9154,74.2701,5.6453,11.92,0.4752
61,2023-05-01 07:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9118,74.2701,5.6417,11.92,0.4752
62,2023-05-01 07:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.913,74.2701,5.6429,11.92,0.4752
63,2023-05-01 07:15:00,XRPUSDT,Action.SELL,0.4735,8.0,-0.7563,-0.0288,79.899,78.0429,1.8561,3.92,0.4752
64,2023-05-01 07:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8979,78.0429,1.8549,3.92,0.4752
65,2023-05-01 07:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8967,78.0429,1.8538,3.92,0.4752
66,2023-05-01 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8967,78.0429,1.8538,3.92,0.4752
67,2023-05-01 07:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8963,78.0429,1.8534,3.92,0.4752
68,2023-05-01 07:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8959,78.0429,1.853,3.92,0.4752
69,2023-05-01 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8971,78.0429,1.8542,3.92,0.4752
70,2023-05-01 07:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8979,78.0429,1.8549,3.92,0.4752
71,2023-05-01 07:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8983,78.0429,1.8553,3.92,0.4752
72,2023-05-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8975,78.0429,1.8546,3.92,0.4752
73,2023-05-01 08:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9034,78.0429,1.8604,3.92,0.4752
74,2023-05-01 08:10:00,XRPUSDT,Action.BUY,0.4742,10.0,0.0,0.0,79.8828,73.3009,6.5819,13.88,0.4745
75,2023-05-01 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8703,73.3009,6.5694,13.88,0.4745
76,2023-05-01 08:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8745,73.3009,6.5736,13.88,0.4745
77,2023-05-01 08:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8787,73.3009,6.5777,13.88,0.4745
78,2023-05-01 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8828,73.3009,6.5819,13.88,0.4745
79,2023-05-01 08:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.887,73.3009,6.5861,13.88,0.4745
80,2023-05-01 08:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8828,73.3009,6.5819,13.88,0.4745
81,2023-05-01 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8551,73.3009,6.5541,13.88,0.4745
82,2023-05-01 08:50:00,XRPUSDT,Action.SELL,0.4715,8.0,-1.0297,-0.0391,79.8303,77.0578,2.7724,5.88,0.4745
83,2023-05-01 08:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8244,77.0578,2.7665,5.88,0.4745
84,2023-05-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8285,77.0578,2.7707,5.88,0.4745
85,2023-05-01 09:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8332,77.0578,2.7754,5.88,0.4745
86,2023-05-01 09:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8332,77.0578,2.7754,5.88,0.4745
87,2023-05-01 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8308,77.0578,2.773,5.88,0.4745
88,2023-05-01 09:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8332,77.0578,2.7754,5.88,0.4745
89,2023-05-01 09:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8344,77.0578,2.7765,5.88,0.4745
90,2023-05-01 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.835,77.0578,2.7771,5.88,0.4745
91,2023-05-01 09:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8326,77.0578,2.7748,5.88,0.4745
92,2023-05-01 09:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8314,77.0578,2.7736,5.88,0.4745
93,2023-05-01 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8303,77.0578,2.7724,5.88,0.4745
94,2023-05-01 09:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8273,77.0578,2.7695,5.88,0.4745
95,2023-05-01 09:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8279,77.0578,2.7701,5.88,0.4745
96,2023-05-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8279,77.0578,2.7701,5.88,0.4745
97,2023-05-01 10:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8273,77.0578,2.7695,5.88,0.4745
98,2023-05-01 10:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8232,77.0578,2.7654,5.88,0.4745
99,2023-05-01 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8167,77.0578,2.7589,5.88,0.4745
100,2023-05-01 10:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8191,77.0578,2.7612,5.88,0.4745
101,2023-05-01 10:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8226,77.0578,2.7648,5.88,0.4745
102,2023-05-01 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.8226,77.0578,2.7648,5.88,0.4745
103,2023-05-01 10:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7762,77.0578,2.7183,5.88,0.4745
104,2023-05-01 10:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7685,77.0578,2.7107,5.88,0.4745
105,2023-05-01 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7797,77.0578,2.7219,5.88,0.4745
106,2023-05-01 10:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.782,77.0578,2.7242,5.88,0.4745
107,2023-05-01 10:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.782,77.0578,2.7242,5.88,0.4745
108,2023-05-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7856,77.0578,2.7277,5.88,0.4745
109,2023-05-01 11:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7856,77.0578,2.7277,5.88,0.4745
110,2023-05-01 11:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7873,77.0578,2.7295,5.88,0.4745
111,2023-05-01 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7885,77.0578,2.7307,5.88,0.4745
112,2023-05-01 11:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7862,77.0578,2.7283,5.88,0.4745
113,2023-05-01 11:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7826,77.0578,2.7248,5.88,0.4745
114,2023-05-01 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7856,77.0578,2.7277,5.88,0.4745
115,2023-05-01 11:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7826,77.0578,2.7248,5.88,0.4745
116,2023-05-01 11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7773,77.0578,2.7195,5.88,0.4745
117,2023-05-01 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7744,77.0578,2.7166,5.88,0.4745
118,2023-05-01 11:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7697,77.0578,2.7119,5.88,0.4745
119,2023-05-01 11:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7662,77.0578,2.7083,5.88,0.4745
120,2023-05-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7738,77.0578,2.716,5.88,0.4745
121,2023-05-01 12:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7756,77.0578,2.7177,5.88,0.4745
122,2023-05-01 12:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.775,77.0578,2.7171,5.88,0.4745
123,2023-05-01 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7785,77.0578,2.7207,5.88,0.4745
124,2023-05-01 12:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7832,77.0578,2.7254,5.88,0.4745
125,2023-05-01 12:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.785,77.0578,2.7271,5.88,0.4745
126,2023-05-01 12:30:00,XRPUSDT,Action.BUY,0.4636,10.0,0.0,0.0,79.7653,72.4218,7.3434,15.84,0.4676
127,2023-05-01 12:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7684,72.4218,7.3466,15.84,0.4676
128,2023-05-01 12:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7764,72.4218,7.3545,15.84,0.4676
129,2023-05-01 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7795,72.4218,7.3577,15.84,0.4676
130,2023-05-01 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7874,72.4218,7.3656,15.84,0.4676
131,2023-05-01 12:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7843,72.4218,7.3624,15.84,0.4676
132,2023-05-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7795,72.4218,7.3577,15.84,0.4676
133,2023-05-01 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7874,72.4218,7.3656,15.84,0.4676
134,2023-05-01 13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.789,72.4218,7.3672,15.84,0.4676
135,2023-05-01 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7922,72.4218,7.3704,15.84,0.4676
136,2023-05-01 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7811,72.4218,7.3593,15.84,0.4676
137,2023-05-01 13:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7668,72.4218,7.345,15.84,0.4676
138,2023-05-01 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7684,72.4218,7.3466,15.84,0.4676
139,2023-05-01 13:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7843,72.4218,7.3624,15.84,0.4676
140,2023-05-01 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7906,72.4218,7.3688,15.84,0.4676
141,2023-05-01 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7922,72.4218,7.3704,15.84,0.4676
142,2023-05-01 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7906,72.4218,7.3688,15.84,0.4676
143,2023-05-01 13:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7922,72.4218,7.3704,15.84,0.4676
144,2023-05-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.789,72.4218,7.3672,15.84,0.4676
145,2023-05-01 14:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.789,72.4218,7.3672,15.84,0.4676
146,2023-05-01 14:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7922,72.4218,7.3704,15.84,0.4676
147,2023-05-01 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7906,72.4218,7.3688,15.84,0.4676
148,2023-05-01 14:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7922,72.4218,7.3704,15.84,0.4676
149,2023-05-01 14:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7843,72.4218,7.3624,15.84,0.4676
150,2023-05-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7795,72.4218,7.3577,15.84,0.4676
151,2023-05-01 14:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7827,72.4218,7.3608,15.84,0.4676
152,2023-05-01 14:40:00,XRPUSDT,Action.SELL,0.4647,8.0,-1.0177,-0.0381,79.7678,76.1246,3.6432,7.84,0.4676
153,2023-05-01 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7717,76.1246,3.6472,7.84,0.4676
154,2023-05-01 14:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7717,76.1246,3.6472,7.84,0.4676
155,2023-05-01 14:55:00,XRPUSDT,Action.BUY,0.4654,10.0,0.0,0.0,79.7547,71.4706,8.2841,17.8,0.4664
156,2023-05-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7476,71.4706,8.277,17.8,0.4664
157,2023-05-01 15:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7511,71.4706,8.2806,17.8,0.4664
158,2023-05-01 15:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7458,71.4706,8.2752,17.8,0.4664
159,2023-05-01 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7458,71.4706,8.2752,17.8,0.4664
160,2023-05-01 15:20:00,XRPUSDT,Action.SELL,0.4647,8.0,-0.763,-0.0285,79.7274,75.1733,4.5541,9.8,0.4664
161,2023-05-01 15:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7313,75.1733,4.558,9.8,0.4664
162,2023-05-01 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7323,75.1733,4.559,9.8,0.4664
163,2023-05-01 15:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7264,75.1733,4.5531,9.8,0.4664
164,2023-05-01 15:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7264,75.1733,4.5531,9.8,0.4664
165,2023-05-01 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7185,75.1733,4.5452,9.8,0.4664
166,2023-05-01 15:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7156,75.1733,4.5423,9.8,0.4664
167,2023-05-01 15:55:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7146,75.1733,4.5413,9.8,0.4664
168,2023-05-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7117,75.1733,4.5384,9.8,0.4664
169,2023-05-01 16:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7205,75.1733,4.5472,9.8,0.4664
170,2023-05-01 16:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7225,75.1733,4.5492,9.8,0.4664
171,2023-05-01 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7274,75.1733,4.5541,9.8,0.4664
172,2023-05-01 16:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7274,75.1733,4.5541,9.8,0.4664
173,2023-05-01 16:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7303,75.1733,4.557,9.8,0.4664
174,2023-05-01 16:30:00,XRPUSDT,Action.BUY,0.4649,10.0,0.0,0.0,79.7107,70.5243,9.1864,19.76,0.4656
175,2023-05-01 16:35:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7166,70.5243,9.1924,19.76,0.4656
176,2023-05-01 16:40:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7147,70.5243,9.1904,19.76,0.4656
177,2023-05-01 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,79.7008,70.5243,9.1765,19.76,0.4656
178,2023-05-01 16:50:00,0.0,0.0,0.0,0.0,0.0,0.0,79.685,70.5243,9.1607,19.76,0.4656
179,2023-05-01 16:55:00,XRPUSDT,Action.SELL,0.4631,8.0,-0.9348,-0.0348,79.6603,74.2143,5.4461,11.76,0.4656
180,2023-05-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.6556,74.2143,5.4414,11.76,0.4656
181,2023-05-01 17:05:00,0.0,0.0,0.0,0.0,0.0,0.0,79.658,74.2143,5.4437,11.76,0.4656
182,2023-05-01 17:10:00,0.0,0.0,0.0,0.0,0.0,0.0,79.6662,74.2143,5.4519,11.76,0.4656
183,2023-05-01 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,79.665,74.2143,5.4508,11.76,0.4656
184,2023-05-01 17:20:00,0.0,0.0,0.0,0.0,0.0,0.0,79.6744,74.2143,5.4602,11.76,0.4656
185,2023-05-01 17:25:00,0.0,0.0,0.0,0.0,0.0,0.0,79.6768,74.2143,5.4625,11.76,0.4656
